Status;NrHaul;RectangleAlpha;ICES SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Latitude2_deg;Latitude2_dec_min;Longitude2_deg;Longitude2_dec_min;Latitude3_deg;Latitude3_dec_min;Longitude3_deg;Longitude3_dec_min;Latitude4_deg;Latitude4_dec_min;Longitude4_deg;Longitude4_dec_min;Latitude5_deg;Latitude5_dec_min;Longitude5_deg;Longitude5_dec_min;Latitude6_deg;Latitude6_dec_min;Longitude6_deg;Longitude6_dec_min;Latitude7_deg;Latitude7_dec_min;Longitude7_deg;Longitude7_dec_min;Latitude8_deg;Latitude8_dec_min;Longitude8_deg;Longitude8_dec_min;Latitude9_deg;Latitude9_dec_min;Longitude9_deg;Longitude9_dec_min;Latitude10_deg;Latitude10_dec_min;Longitude10_deg;Longitude10_dec_min;0;Mean_Depth;Depth1;Depth2;Depth3;Depth4;Depth5;Depth6;Depth7;Depth8;Depth9;Depth10;Source;EEZ;NM12;Rope;Direction;Distance;0;0;Dist;Layer;Latitude_end_deg;Latitude_end_dec_min;Longitude_end_deg;Longitude_end_dec_min;;
V;25387;39G4;25;55;24,54;14;30,28;55;24;14;30,1;55;22,8;14;27,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;55;54;49;;;;;;;;25072,02;SWE;No;2;1;2,496846838;;;2,496846838;3;55;22,8;14;27,4;;
V;25389;40G6;25;55;35,41;16;39,65;55;35,9;16;40,1;55;37,74;16;41,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;52;52;52;;;;;;;;25105,02;SWE;No;"""";;2,507098539;;;2,507098539;3;55;37,74;16;41,27;;
V;25391;40G4;25;55;40,1;14;43,46;55;40,3;14;44,7;55;40,96;14;47,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;50;48;52;;;;;;;;25261,02;SWE;No;2;;2,495929162;;;2,495929162;3;55;40,96;14;47,61;;
V;25392;40G5;25;55;45,1;15;22,75;55;45,5;15;23,7;55;45,962;15;26,534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;61;61;61;;;;;;;;25297,02;SWE;No;1;;2,499959212;;;2,499959212;4;55;45,962;15;26,534;;
V;25394;38G5;25;54;39,4;15;9,08;54;39,5;15;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;67;68;;;;;;;;;25170,03;DEN;No;1;;2,49921003;;;0,144366428;4;54;39,5;15;8,9;;
V;25397;40G5;25;55;46,21;15;31,29;55;46,4;15;34,8;55;46,46;15;35,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;59;58;;;;;;;;25297,04;SWE;No;;;2,504395978;;;2,504395978;4;55;46,46;15;35,72;;
V;25399;40G5;25;55;52,79;15;42,88;55;52,41;15;47,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;48;48;;;;;;;;;25142,05;SWE;No;;;2,502919273;;;2,502919273;3;55;52,41;15;47,29;;
V;25401;40G4;25;55;42,15;14;22,21;55;42,5;14;24,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;38;40;;;;;;;;;5 NE STENS HUVUD;SWE;No;1;;1,517157087;;;1,517157087;2;55;42,5;14;24,83;;
V;25403;40G6;25;55;51,93;16;26,14;55;51,82;16;28,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;52;53;;;;;;;;;S;SWE;No;;;1,513498126;;;1,513498126;3;55;51,82;16;28,83;;
V;25404;40G5;25;55;49,6;15;26,4;55;48,8;15;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;51;54;;;;;;;;;73/1046/ Yttertorpet (Nabbahålet);SWE;No;1;;1,815022574;;;1,815022574;3;55;48,8;15;23,5;;
V;25405;40G5;25;55;54,7;15;34,1;55;52,9;15;34,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;50;52;;;;;;;;;/151/ 5 SSW Utklippan;SWE;No;;;1,8;;;1,8;3;55;52,9;15;34,1;;
V;25406;41G6;25;56;27,5;16;47,2;56;25,6;16;45,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;62;66;;;;;;;;;35/1063/ 6,5 NE Segerstad;SWE;No;1;;2,073042869;;;2,073042869;4;56;25,6;16;45,7;;
V;25407;39G6;25;55;3,9;16;9,9;55;6,1;16;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;29/1060/ 35 E Nexö;POL;No;2;;2,563811635;;;2,563811635;4;55;6,1;16;12,2;;
V;25409;40G5;25;55;47,9;15;57,8;55;47,9;15;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;60;58;;;;;;;;;20/1050/ Inre U10;SWE;No;;;2,023586708;;;2,023586708;3;55;47,9;15;54,2;;
V;25410;41G7;25;56;2,9;17;44,5;56;5,1;17;46,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;64;66;;;;;;;;;34/1064/ SE Norra Midsjöbanken;SWE;No;;;2,492837075;;;2,492837075;4;56;5,1;17;46,6;;
V;25412;40G4;25;55;38,55;14;44,19;55;38,43;14;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;69;62;62;;;;;;;;;H22// 14 ENE Sin;SWE;No;;;1,804332572;;;1,804332572;4;55;38,43;14;41;;
V;25413;40G5;25;55;50,1;15;56,8;55;51,1;16;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;57;57;;;;;;;;;H18//11 SE Utklippan;SWE;No;;;2,155020453;;;2,155020453;3;55;51,1;16;0,2;;
V;25414;40G4;25;55;42,1;14;33;55;41,2;14;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;45;49;;;;;;;;;H40// Rackaputt Nord;SWE;No;1;;2,427447598;;;2,427447598;3;55;41,2;14;29;;
V;25416;40G4;25;55;41,56;14;22,75;55;43,13;14;20,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;38;35;;;;;;;;;H31// 3,8 NE Stens Huvud;SWE;No;1;;1,965943651;;;1,965943651;3;55;43,13;14;20,65;;
V;25417;40G6;25;55;51,93;16;25,6;55;51,82;16;28,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;52;53;;;;;;;;;H33// 7 NW Teneriffa;SWE;No;2;;1,815851684;;;1,815851684;3;55;51,82;16;28,83;;
V;25418;40G4;25;55;42,4;14;22,5;55;42,8;14;25,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;37;39;;;;;;;;;H13// Rackaputt-38m;SWE;No;1;;1,956817207;;;1,956817207;2;55;42,8;14;25,9;;
V;25419;40G4;25;55;41,5;14;22,35;55;43;14;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;37;32;;;;;;;;;H29// 3,5 NE Stens Huvud;SWE;No;1;;1,826642475;;;1,826642475;2;55;43;14;20,5;;
V;25421;40G4;25;55;41,2;14;27,3;55;40,2;14;29,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;47;50;;;;;;;;;10/1039/ Rackaputt Central;SWE;No;;;1,486225731;;;1,486225731;3;55;40,2;14;29,25;;
V;25422;40G4;25;55;41,8;14;24,6;55;41,25;14;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;42;47;;;;;;;;;10/1039/ Rackaputt Väst;SWE;No;1;;1,565275074;;;1,565275074;3;55;41,25;14;27,2;;
V;25423;40G4;25;55;41,5;14;52,3;55;41,3;14;49,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;57;57;;;;;;;;;/27/ 18 ENE Stens Huvud;SWE;No;1;;1,646833241;;;1,646833241;3;55;41,3;14;49,4;;
V;25425;40G4;25;55;42,55;14;51;55;42,08;14;51,62;55;41;14;53,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;53;54;57;;;;;;;;H34// 19 ENE Stens Huvud;SWE;No;1;;2,098629151;;;2,098629151;3;55;41;14;53,5;;
V;25426;40G5;25;55;49,1;15;15,6;55;50,3;15;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;51;50;;;;;;;;;/181/ 3 NW Västra Nabben;SWE;No;;;1,569123552;;;1,569123552;3;55;50,3;15;17,4;;
V;25427;40G5;25;55;48,45;15;50,31;55;47,9;15;46,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;56;54;;;;;;;;;H19// 5 N Tången;SWE;No;;;1,993916956;;;1,993916956;3;55;47,9;15;46,9;;
V;25428;40G6;25;55;45,5;16;40,2;55;47,3;16;38,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;57;52;;;;;;;;;H2// 7 NNE Holgers Sten (1 S Teneriffa);SWE;No;;;2,122612052;;;2,122612052;3;55;47,3;16;38,2;;
V;25429;40G5;25;55;57,91;15;24,6;55;56,25;15;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;47;45;;;;;;;;;/196/ 1 S Innertorpet;SWE;No;;;1,683440263;;;1,683440263;3;55;56,25;15;24,1;;
V;25431;40G6;25;55;52,2;16;1,1;55;52,3;16;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;54;54;;;;;;;;;17/1048/ Argos Track (10 SE Utklippan);SWE;No;;;2,246468531;;;2,246468531;3;55;52,3;16;5,1;;
V;25432;40G6;25;55;50,2;16;23,2;55;49;16;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;56;58;;;;;;;;;H4// 5 WNW Teneriffa;SWE;No;2;;3,683478187;;;3,683478187;3;55;49;16;29,4;;
V;25433;38G5;25;54;50,3;15;27,3;54;50,3;15;22,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;74;70;;;;;;;;;31/1068/ N1 (SE Due Odde, SE Nexö);DEN;No;;;2,764250164;;;2,764250164;4;54;50,3;15;22,5;;
V;25434;39G5;25;55;3,4;15;33,5;55;5,2;15;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;74;;;;;;;;;27/1054/ 13 E Nexö;DEN;No;;;2,372713943;;;2,372713943;4;55;5,2;15;30,8;;
V;25435;39G4;25;55;28,85;14;36,1;55;29,6;14;38,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;;;;;;;;/67/ Slaggenabben;SWE;No;2;;1,503572457;;;1,503572457;3;55;29,6;14;38,4;;
V;25438;40G4;25;55;37,8;14;39,6;55;37,4;14;45,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;58;70;;;;;;;;;/58/ 12,5 ENE Sin;SWE;No;;;3,298920789;;;3,298920789;4;55;37,4;14;45,4;;
V;25439;40G4;25;55;35,9;14;33,6;55;36,75;14;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;64;64;;;;;;;;;/78/ 8 ENE Sin;SWE;No;;;1,600160444;;;1,600160444;4;55;36,75;14;36;;
V;25440;40G4;25;55;35,8;14;36,8;55;34,8;14;40,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;66;75;;;;;;;;;12/1040 Lilla Ost;SWE;No;2;;2,368926248;;;2,368926248;4;55;34,8;14;40,6;;
V;25442;40G4;25;55;31;14;56;55;32,4;14;51,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;74;74;74;;;;;;;;;H26// 17 E Sin;DEN;No;;;2,758813407;;;2,758813407;4;55;32,4;14;51,8;;
V;25443;40G4;25;55;36,73;14;45,34;55;36,73;14;47,95;55;36,77;14;50,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;79;76;79;83;;;;;;;;H36// ENE Sin:1;SWE;No;;;2,976972266;;;2,976972266;4;55;36,77;14;50,61;;
V;25444;40G4;25;55;38,42;14;52,96;55;38,69;14;55,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;65;61;70;;;;;;;;;H38//19 E Stens Huvud;SWE;No;;;1,508607948;;;1,508607948;4;55;38,69;14;55,59;;
V;25445;40G5;25;55;35,66;15;13,13;55;36;15;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;75;73;;;;;;;;;18/1047/ Hanssons Djup (16 NNE Ch-ö);DEN;No;;;2,548367789;;;2,548367789;4;55;36;15;17,6;;
V;25446;40G5;25;55;32,68;15;15,36;55;32,04;15;12,81;55;31,46;15;10,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;76;78;81;;;;;;;;H35// 12 N Christiansö;DEN;No;;;3,102451143;;;3,102451143;4;55;31,46;15;10,32;;
V;25447;40G5;25;55;34,67;15;3,8;55;34,57;15;0,95;55;34,58;14;57,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;79;80;80;;;;;;;;H37// 15 NNE Christiansö;DEN;No;;;3,315809637;;;3,315809637;5;55;34,58;14;57,94;;
V;25448;40G4;25;55;38,55;14;44,19;55;38,43;14;41,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;62;62;;;;;;;;;S;SWE;No;;1;1,528514592;;;1,528514592;4;55;38,43;14;41,49;;
V;25449;40G4;25;55;27,6;14;43,8;55;27,2;14;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;70;68;;;;;;;;;14/1042/ S2 (SE Sin);DEN;No;;;2,247299239;;;2,247299239;4;55;27,2;14;39,9;;
V;25450;40G6;25;55;40,6;16;32,3;55;40,3;16;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;64;65;;;;;;;;;23/1058/ 2 N Holgers Sten (Holgers Sten);SWE;No;;;2,611223326;;;2,611223326;4;55;40,3;16;27,7;;
I;25451;39G6;25;55;17,2;16;1,2;55;19,5;16;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;91;88;;;;;;;;;28/1059/ S24;DEN;No;;;2,566307686;;;2,566307686;5;55;19,5;16;3,2;;
V;25452;39G5;25;55;22,4;15;15,6;55;24,1;15;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;90;92;;;;;;;;;24/1051/ C12 (6 NE Christiansö);DEN;No;2;;2,367169206;;;2,367169206;5;55;24,1;15;18,5;;
V;25455;39G7;25;55;27,4;17;17;55;27,7;17;20,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;Denmark;POL;No;2;;1,78309773;;;1,78309773;2;55;27,7;17;20,1;;
V;25456;39G7;25;55;23,3;17;6,7;55;23;17;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;Denmark;POL;No;1;;1,898409794;;;1,898409794;4;55;23;17;10;;
V;25457;39G7;25;55;20,7;17;10,9;55;20,8;17;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;;Denmark;POL;No;1;;1,708793533;;;1,708793533;4;55;20,8;17;7,9;;
V;25461;41G7;25;56;4,05;17;21,87;56;4,81;17;23,9;56;5,43;17;25,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;40;41;40;;;;;;;;Sweden, M19/4 Se Norra Midsjöbanken;SWE;No;;;2,502142001;;;2,502142001;3;56;5,43;17;25,61;;
V;25462;39G8;25;55;45,979;16;41,02;55;46,7;16;40,9;55;47,483;16;40,64;55;44,79;16;41,1;;;;;;;;;;;;;;;;;;;;;;;;;;52;53,1;51,8;50,5;;;;;;;;Dana;SWE;No;;;;;;1,446934449;3;55;44,79;16;41,1;;
V;25463;39G7;25;55;14,2;17;18,2;55;14,3;17;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;Baltica;POL;No;;;;;;1,542719627;5;55;14,3;17;15,5;;
V;25500;39G4;25;55;28,42;14;39,32;55;27,9;14;36,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;69;63;;;;;;;;;H39// 11E Skillinge;SWE;No;1;;1,897875301;;;1,897875301;4;55;27,9;14;36,1;;
V;25501;39G4;25;55;18,9;14;55,9;55;18,9;14;58,4;55;19,4;15;0,4;55;19,7;15;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;72;58;;;;;;;;;;Solea;DEN;No;2;;3,516764969;;;3,516764969;4;55;19,7;15;1,8;;
V;25502;39G4;25;55;27,5;14;28,1;55;27,75;14;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;49;63;;;;;;;;;13/1041/ 8 E Skillinge (Slaggen);SWE;No;;;2,507187195;;;2,507187195;3;55;27,75;14;32,5;;
V;25503;38G6;25;55;9,358;16;3,988;55;9,88;16;3,165;55;10,47;16;2,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;Baltica;POL;No;;;;;;3,034164997;5;55;10,47;16;2,19;;
V;25504;41G7;25;56;4,648;17;46,153;56;4,237;17;45,635;56;3,855;17;45,124;56;3,123;17;44,554;;;;;;;;;;;;;;;;;;;;;;;;;;64,35;64,2;64,2;64,7;64,3;;;;;;;DANA;SWE;No;1;;2,08;;;1,777441708;4;56;3,123;17;44,554;;
V;25505;40G6;25;55;43,552;16;40,632;55;43,62;16;41,055;55;43,805;16;41,833;55;43,891;16;42,233;55;44,008;16;42,718;55;44,095;16;43,086;;;;;;;;;;;;;;;;;;52,2;51;54;53;52;51;;;;;;DANA;SWE;No;1;;1,499;;;1,486192604;3;55;44,095;16;43,086;;
V;25506;39G5;25;55;28,074;15;57,014;55;28,083;15;56,528;55;28,094;15;56,098;55;28,097;15;56,687;55;28,101;15;56,26;55;28,103;15;56,818;55;28,112;15;54,368;;;;;;;;;;;;;;85;85;84;86;85;85;85;;;;;DANA;DEN;No;1;;1,51;;;2,800773274;5;55;28,112;15;54,368;;
V;25507;40G5;25;55;39,285;15;47,099;55;39,627;15;47,142;55;39,895;15;47,182;55;40,209;15;47,301;55;40,455;15;47,42;55;40,822;15;47,666;;;;;;;;;;;;;;;;;;66;69;68;65;64;64;;;;;;DANA;SWE;No;1;;1,58;;;1,580226608;4;55;40,822;15;47,666;;
V;25508;39G6;25;55;18,02;16;1,13;55;18,41;16;1,72;55;18,8;16;2,48;55;19,31;16;3,15;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;DANA;DEN;No;;;;;;1,733828676;5;55;19,31;16;3,15;;
V;25509;40G6;25;55;43,78;16;41;55;43,5;16;40;55;43,4;16;39,4;55;43,17;16;38,58;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;DANA;SWE;No;;;;;;1,497235193;4;55;43,17;16;38,58;;
V;25510;40G6;25;55;44,5;16;3,6;55;44,5;16;1,5;55;45,1;16;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;66;67;68;;;;;;;;18/1055/ 16 SSE Utklippan (U1);SWE;No;;;2,172564356;;;2,172564356;4;55;45,1;16;0,1;;
V;25511;40G6;25;55;31,3;16;18,5;55;32,1;16;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;74;72;;;;;;;;;21/1056/ 10 S Holgers Sten;SWE;No;;;2,723728916;;;2,723728916;4;55;32,1;16;23,1;;
V;25512;41G7;25;56;5,321;17;50,755;56;5,723;17;49,592;56;6,13;17;48,427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;65;66,3;65;;;;;;;;Dana;SWE;No;1;;;;;;4;56;6,13;17;48,427;;
V;25513;40G6;25;55;43,78;16;41;55;43,5;16;40;55;43,17;16;38,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;;;;Dana;SWE;No;1;;;;;;3;55;43,17;16;38,58;;
V;26001;37G9;26;54;22,9;19;14,4;54;22,9;19;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;20;20;;;;;;;;;Polish;POL;No;1;;1,397719455;;;1,397719455;2;54;22,9;19;16,8;;
V;26005;38G8;26;54;53,7;18;11;54;53,7;18;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;20;20;;;;;;;;;Polish;POL;No;1;;1,725229904;;;1,725229904;2;54;53,7;18;14;;
V;26007;38G8;26;54;51,5;18;34;54;53;18;32,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;20;40;;;;;;;;;Polish;POL;No;1;;1,702637863;;;1,702637863;2;54;53;18;32,6;;
V;26010;41G8;26;56;9,3;18;19,7;56;12,2;18;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;73;73;;;;;;;;;German R/V;SWE;No;;;3,086807609;;;3,086807609;4;56;12,2;18;21,6;;
I;26011;41H0;26;56;5,4;20;32,8;56;6,4;20;32,5;56;7,4;20;32,3;56;8,4;20;32;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;;;Latvia From sea map;LTU;No;1;1;3,033979927;;;3,033979927;2;56;8,4;20;32;;
V;26013;41G8;26;56;22;18;29;56;23,6;18;30,7;56;24,6;18;32,2;56;25;18;32;;;;;;;;;;;;;;;;;;;;;;;;;;37;46;41;38;37;;;;;;;Dana;SWE;No;1;;3,570961195;;;3,570961195;2;56;25;18;32;;
V;26014;38G9;26;54;26,1;19;3,9;54;26,1;19;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;50;50;;;;;;;;;Polish;POL;No;1;1;1,68671585;;;1,68671585;3;54;26,1;19;1;;
V;26015;37G9;26;54;26,9;19;17,1;54;27,2;19;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;60;;;;;;;;;Polish;POL;No;1;;1,655335534;;;1,655335534;4;54;27,2;19;19,9;;
V;26019;38G8;26;54;53,2;18;38;54;52,8;18;38,5;54;52,4;18;39,5;54;51,9;18;40,3;;;;;;;;;;;;;;;;;;;;;;;;;;46;40;60;;;;;;;;;Polish;POL;No;1;;1,873049426;;;1,873049426;3;54;51,9;18;40,3;;
V;26020;38G8;26;54;47,2;18;42,3;54;45,6;18;43,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;40;60;;;;;;;;;Polish;POL;No;;;1,682110962;;;1,682110962;3;54;45,6;18;43,2;;
V;26022;39H0;26;55;5,9;20;4,3;55;5,9;20;4,7;55;5,9;20;5,1;55;5,9;20;5,8;55;6;20;6,2;55;5,9;20;6,6;55;5,9;20;7;55;5,9;20;7,4;;;;;;;;;;53;53;56;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,815503479;;;1,815503479;3;55;5,9;20;7,4;;
V;26023;39H0;26;55;8,3;20;19,8;55;7,7;20;19,4;55;7,5;20;19,2;55;7,4;20;19;55;7,1;20;18,9;55;6,8;20;18,7;55;6,7;20;18,6;;;;;;;;;;;;;;42;42;;;;;;;;;;Russia Mars/April 1999;RUS;No;1;1;1,766065653;;;1,766065653;3;55;6,7;20;18,6;;
V;26024;39H0;26;55;10,4;20;0;55;10,5;20;0,6;55;10,6;20;1;55;10,6;20;1,3;55;10,7;20;1,6;55;10,9;20;2,2;55;11;20;2,7;;;;;;;;;;;;;;61;61;62;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,675169294;;;1,675169294;4;55;11;20;2,7;;
V;26025;39H0;26;55;12,4;20;9,8;55;12,3;20;10;55;12,1;20;10,4;55;12,1;20;10,8;55;12;20;11,2;55;11,9;20;11,6;55;11,8;20;11,9;55;11,7;20;12,3;55;11,5;20;12,6;;;;;;51;51;;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,892789685;;;1,892789685;3;55;11,5;20;12,6;;
V;26026;40H0;26;55;47;20;12,4;55;47,1;20;13;55;47,1;20;13,4;55;47;20;13,8;55;47,1;20;14,3;55;47,1;20;14,7;55;47,1;20;15,2;55;47,1;20;15,6;55;47,1;20;15,9;;;;;;63;60;;;;;;;;;;Russia Mars/April 1999;LTU;No;2;;2,021057684;;;2,021057684;4;55;47,1;20;15,9;;
V;26027;40H0;26;55;47,4;20;23,2;55;47,3;20;23,7;55;47,3;20;24,2;55;47,3;20;24,6;55;47,3;20;25;55;47,2;20;25,4;55;47,2;20;25,8;55;47,1;20;26,2;55;47,1;20;26,5;;;;;;51;50;;;;;;;;;;Russia Mars/April 1999;LTU;No;1;;1,915182876;;;1,915182876;3;55;47,1;20;26,5;;
V;26028;40H0;26;55;42,1;20;37,6;55;42;20;37,9;55;42;20;38,4;55;41,9;20;38,7;55;41,8;20;39;55;41,7;20;39,3;55;41,6;20;39,6;55;41,5;20;40,1;55;41,5;20;40,5;;;;;;50;47;;;;;;;;;;Russia Mars/April 1999;LTU;No;1;;1,788397802;;;1,788397802;3;55;41,5;20;40,5;;
V;26030;41G9;26;56;7,8;19;51;56;8,8;19;52,3;56;9,8;19;53,3;56;10,5;19;53,9;;;;;;;;;;;;;;;;;;;;;;;;;;57;56;59;58;57;;;;;;;Dana;LAT;No;2;;3,155034376;;;3,155034376;3;56;10,5;19;53,9;;
V;26031;41G9;26;56;11,5;19;54,8;56;12,2;19;55,7;56;12,5;19;55,8;56;13,6;19;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;61;60;61;;;;;;;;;Dana;LAT;No;2;;2,810878467;;;2,810878467;4;56;13,6;19;53,6;;
V;26032;41G8;26;56;22;18;30,8;56;19,3;18;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;52;54;;;;;;;;;82/1070/ 14 S Hoburg Bank;SWE;No;"""";;3,357163136;;;3,357163136;3;56;19,3;18;27,2;;
V;26034;37G9;26;54;30;19;13,5;54;30;19;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;70;70;;;;;;;;;Polish;POL;No;1;1;1,451757368;;;1,451757368;4;54;30;19;11;;
V;26036;38G9;26;54;49,3;19;38,9;54;49,6;19;38,9;54;49,8;19;38,9;54;49,9;19;39;54;50;19;39;54;50,3;19;39;54;50,5;19;38,9;54;50,7;19;39;54;51;19;39;54;51,1;19;39;;66;69;64;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,831651643;;;1,831651643;4;54;51,1;19;39;;
V;26037;38G8;26;54;55,2;18;39;54;56,5;18;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;76;73;;;;;;;;;Polish;POL;No;;;2,290861315;;;1,471522913;4;54;56,5;18;37,8;;
V;26038;38G8;26;54;53,1;18;40;54;54,1;18;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;70;;;;;;;;;Polish;POL;No;1;;1,857328325;;;1,283842428;4;54;54,1;18;38,6;;
V;26039;39G9;26;55;0,6;19;40,4;55;1,9;19;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;76;75;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,591018399;;;1,591018399;4;55;1,9;19;42;;
V;26042;39G9;26;55;5,7;19;53,2;55;5,8;19;53,3;55;5,9;19;53,7;55;6,1;19;54;55;6,2;19;54,4;55;6,3;19;54,7;55;6,5;19;55;55;6,6;19;55,3;55;6,7;19;55,7;55;6,8;19;55,8;;67;67;;;;;;;;;;Russia Mars/April 1999;RUS;No;1;;1,903957149;;;1,903957149;4;55;6,8;19;55,8;;
I;26044;39G8;26;55;18;18;17,5;55;17,5;18;17,5;55;16,5;18;17,5;55;16;18;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;72;60;80;;;;;;;;;Polish;POL;No;1;;2;;;2;4;55;16;18;17,5;;
V;26045;39G9;26;55;16,7;19;5;55;16,1;19;4;55;15,5;19;3,3;55;15;19;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;70;60;80;;;;;;;;;Polish;POL;No;;1;2,306009074;;;2,306009074;4;55;15;19;2,3;;
