RectangleAlpha;NrHaul;Area;Layer;Dist;Mean_Depth;EEZ;NM12;Status;Remark;Lat_start_deg_dec;Lon_start_deg_dec;Lat_end_deg_dec;Lon_end_deg_dec;type;Country;Pct
43H0;28043;28;4;1,805020202;76;LAT;No;V;NA;57,1833333333333;20,72;57,2133333333333;20,7233333333333;Allocated;LV;100
43H1;28009;28;2;1,511529885;28;LAT;No;V;NA;57,4033333333333;21,345;57,4233333333333;21,3733333333333;Allocated;LV;100
43H1;28110;28;4;1,389880677;66;LAT;No;V;NA;57,345;21,21;57,365;21,2316666666667;Allocated;LV;100
43H1;28023;28;4;1,5048756;64;LAT;No;V;NA;57,4283333333333;21,2766666666667;57,45;21,2733333333333;Allocated;LV;100
43H1;28093;28;2;1,535143958;22;LAT;No;V;NA;57,4883333333333;21,4366666666667;57,5133333333333;21,4266666666667;Allocated;LV;100
43H1;28126;28;3;1,322354244;57;LAT;No;V;NA;57,2446666666667;21,0938333333333;57,258;21,0618333333333;Mooved to new Layer;LV;100
43H1;28122;28;3;1,087366871;45;LAT;No;V;NA;57,3966666666667;21,2923333333333;57,4146666666667;21,296;Allocated;LV;100
43H1;28138;28;2;1,572953177;31;LAT;No;V;NA;57,0675;21,1295;57,0926666666667;21,143;Allocated;LV;100
44G9;28183;28;4;2,472341592;74;SWE;No;V;NA;57,7186666666667;19,3908333333333;57,6785;19,3743333333333;Allocated;SE;100
44G9;28027;28;3;2,100672828;45;SWE;No;V;NA;57,8666666666667;19,4;57,9016666666667;19,4016666666667;Mooved to new Layer;SE;100
44G9;28099;28;5;1,952905442;81;SWE;No;V;NA;57,8133333333333;19,5333333333333;57,8458333333333;19,53;Allocated;SE;100
44G9;28188;28;3;2,393449748;46;SWE;No;V;NA;57,6146666666667;19,1691666666667;57,5763333333333;19,1528333333333;Mooved to new Layer;SE;100
44G9;28105;28;4;1,665126829;69;SWE;No;V;NA;57,9783333333333;19,5561666666667;58,005;19,5416666666667;Allocated;SE;100
44H0;28190;28;5;0,823692024;91;EST;No;V;NA;57,9816666666667;20,9738333333333;57,995;20,98;Allocated;LV;100
44H1;28030;28;3;1,402347739;50;EST;No;V;NA;57,9116666666667;21,5783333333333;57,8883333333333;21,58;Allocated;LV;100
44H1;28192;28;4;1,000126582;61;EST;No;V;NA;57,9766666666667;21,2888333333333;57,96;21,2883333333333;Allocated;LV;100
44H1;28091;28;3;2,50121837;42;EST;No;V;NA;57,9413333333333;21,656;57,981;21,6801666666667;Mooved to new Layer;LV;100
44H1;28112;28;4;1,312722129;71;EST;No;V;NA;57,8833333333333;21,3083333333333;57,9;21,2816666666667;Allocated;LV;100
45G9;28060;28;4;1,970774268;72;SWE;No;V;NA;58,4233333333333;19,3816666666667;58,455;19,3983333333333;Allocated;SE;100
45G9;28100;28;3;2,131151757;59;SWE;No;V;NA;58,2633333333333;19,1966666666667;58,2966666666667;19,1733333333333;Allocated;SE;100
45G9;28106;28;4;1,570260166;75;SWE;No;V;NA;58,079;19,437;58,0533333333333;19,4466666666667;Allocated;SE;100
45G9;28078;28;5;1,533246181;87;SWE;No;V;NA;58,0566666666667;19,465;58,0316666666667;19,475;Allocated;SE;100
45H1;28191;28;4;1,35178064;61;EST;No;V;NA;58,0266666666667;21,0983333333333;58,0483333333333;21,11;Allocated;LV;100
45H1;28061;28;4;1,624555809;68;EST;No;V;NA;58,4633333333333;21,5766666666667;58,4616666666667;21,6283333333333;Allocated;LV;100
37G1;22052;22;2;1,500702709;23;GFR;No;V;NA;54,2845;11,9156666666667;54,3083333333333;11,9286666666667;Allocated;DE;NA
37G1;22012;22;2;1,63928511;25;GFR;No;V;NA;54,4203333333333;11,5178333333333;54,3935;11,509;Allocated;DE;NA
37G1;22051;22;2;1,66523591;25;GFR;No;V;NA;54,2413333333333;11,7201666666667;54,2453333333333;11,7671666666667;Allocated;DE;NA
37G1;22142;22;2;1,70987683;24;GFR;No;V;NA;54,265;11,5016666666667;54,2733333333333;11,5483333333333;Allocated;DE;NA
37G1;22003;22;2;2,402847472;19;GFR;No;V;NA;54,1966666666667;11,89;54,2366666666667;11,8866666666667;Allocated;DE;NA
37G1;22043;22;2;1,538497399;23;GFR;No;V;NA;54,102;11,0743333333333;54,086;11,0401666666667;Allocated;DE;NA
37G1;22007;22;2;3,997592151;16;GFR;No;V;NA;54,4521666666667;11,3863333333333;54,3861666666667;11,3706666666667;Allocated;DE;NA
38G0;22065;22;2;2,503574502;25;DEN;No;V;NA;54,6066666666667;10,643;54,6331666666667;10,5873333333333;Allocated;DK;NA
38G0;22111;22;2;2,502894006;31;DEN;No;V;NA;54,9138333333333;10,0533333333333;54,873;10,0681666666667;Allocated;DE;NA
38G0;22116;22;2;2,500655536;25;DEN;No;V;NA;54,6861666666667;10,476;54,7126666666667;10,4203333333333;Allocated;DE;NA
38G0;22078;22;2;2,225532129;33;DEN;No;V;NA;54,97;10,1133333333333;54,9366666666667;10,1416666666667;Allocated;DK;NA
38G0;22079;22;2;2,502682312;31;DEN;No;V;NA;55,0848333333333;9,98466666666667;NA;NA;Allocated;DK;NA
38G0;22137;22;2;2,081813345;18;DEN;No;V;NA;54,715;10,7483333333333;54,6816666666667;10,7316666666667;Allocated;DK;NA
38G1;22148;22;2;NA;27;DEN;NA;V;NA;54,5416333333333;11,4008666666667;54,5483333333333;11,365;Allocated;DE;NA
38G2;24341;24;2;NA;18;DEN;NA;V;NA;54,8257833333333;12,7211166666667;54,8316666666667;12,68;Allocated;DE;NA
38G2;24169;24;2;2,808108229;37;DEN;No;V;NA;54,9133333333333;12,975;54,9516666666667;13,0216666666667;Allocated;DE;NA
38G2;24007;24;2;2,736150747;15;GFR;No;V;NA;54,624;12,919;54,633;12,9953333333333;Allocated;DE;NA
38G2;24016;24;2;3,240506409;21;GFR;No;V;NA;54,688;12,9725;54,6688333333333;13,0598333333333;Allocated;DE;NA
38G2;24059;24;2;1,680151099;21;DEN;No;V;NA;54,7795;12,363;54,8071666666667;12,3555;Allocated;DE;NA
38G2;24089;24;3;2,460194555;48;DEN;No;V;NA;54,90209;12,9;54,9166666666667;12,9666666666667;Allocated;DK;NA
38G4;24039;24;2;2,157073596;29;GFR;No;V;NA;54,656;14,1578333333333;54,6261666666667;14,1925;Allocated;DE;NA
38G4;24047;24;2;1,644363374;24;GFR;No;V;NA;54,59;14,466;54,5745;14,505;Allocated;DE;NA
38G4;24300;24;2;3,661220082;39;DEN;No;V;NA;54,8623333333333;14,7946666666667;54,818;14,7233333333333;Allocated;DK;NA
38G4;24041;24;2;2,004096749;34;GFR;No;V;NA;54,6166666666667;14,3666666666667;54,6335;14,3168333333333;Allocated;DE;NA
38G4;24055;24;2;2,500829544;36;POL;No;V;NA;54,5693333333333;14,7188333333333;54,595;14,6621666666667;Allocated;DE;NA
38G4;24150;24;3;1,453364203;47;DEN;No;V;NA;54,6128333333333;14,7768333333333;54,6101666666667;14,7353333333333;Allocated;DE;NA
38G4;24085;24;3;4,932168795;44;DEN;No;V;NA;54,7921666666667;14,6916666666667;54,7501666666667;14,5691666666667;Allocated;DK;NA
38G4;24092;24;3;1,70097285;48;DEN;No;V;NA;54,8716666666667;14,9633333333333;54,9;14,965;Allocated;DK;NA
38G4;24162;24;3;2,500469343;56;DEN;No;V;NA;54,6808333333333;14,8483333333333;54,6843333333333;14,7765;Allocated;DE;NA
38G4;24164;24;3;4,103217889;48;DEN;No;V;NA;54,6695;14,6715;54,7253333333333;14,7398333333333;Allocated;DE;NA
39G6;25081;25;3;2,49830165;56;POL;No;V;NA;55,4033333333333;16,85;55,4033333333333;16,9233333333333;Allocated;PL;NA
39G6;25067;25;3;1,407524592;54;POL;No;V;NA;55,0433333333333;16,4;55,0383333333333;16,36;Allocated;DK;NA
39G6;25080;25;3;1,815155256;52;POL;No;V;NA;55,405;16,7483333333333;55,3833333333333;16,7116666666667;Allocated;PL;NA
39G6;25246;25;4;2,40775439;65;POL;No;V;NA;55,35;16,95;55,3783333333333;17;Allocated;PL;NA
39G6;25214;25;4;2,500419062;68;POL;No;V;NA;55,075;16,385;55,1166666666667;16,3863333333333;Allocated;DK;NA
39G6;25333;25;4;3,476574525;78;DEN;No;V;NA;55,3166666666667;16,1833333333333;55,2816666666667;16,1033333333333;Allocated;DK;NA
39G6;25212;25;4;3,206808219;69;POL;No;V;NA;55,055;16,3033333333333;55,025;16,2266666666667;Allocated;DK;NA
39G6;25229;25;4;2,23029468;69;POL;No;V;NA;55,2783333333333;16,8716666666667;55,2816666666667;16,9366666666667;Allocated;PL;NA
39G6;25407;25;4;2,563811635;69;POL;No;V;NA;55,065;16,165;55,1016666666667;16,2033333333333;Allocated;DK;NA
39G6;25224;25;4;3,136101273;70,6;DEN;No;V;NA;55,3;16,2833333333333;55,35;16,2833333333333;Allocated;DK;NA
39G7;25455;25;2;1,78309773;37;POL;No;V;NA;55,4566666666667;17,2833333333333;55,4616666666667;17,335;Allocated;PL;NA
39G7;25030;25;3;1,50639481;40;POL;No;V;NA;55,4883333333333;17,4633333333333;55,49;17,4216666666667;Allocated;PL;NA
39G7;25084;25;3;2,625876814;56;POL;No;V;NA;55,3833333333333;17,3666666666667;55,4;17,4333333333333;Allocated;PL;NA
39G7;25253;25;4;2,514177246;72;POL;No;V;NA;55,4833333333333;17,85;55,5166666666667;17,8833333333333;Allocated;PL;NA
39G7;25088;25;4;2,027962085;75;POL;No;V;NA;55,3866666666667;17,5333333333333;55,405;17,5833333333333;Allocated;PL;NA
39G7;25339;25;5;1,994570378;88,8;POL;No;V;NA;55,2583333333333;17,425;55,2583333333333;17,4833333333333;Allocated;PL;NA
39G7;25463;25;5;1,542719627;95;POL;No;V;NA;55,2366666666667;17,3033333333333;55,2383333333333;17,2583333333333;Allocated;PL;NA
39G7;25089;25;4;1,846431052;77;POL;No;V;NA;55,39;17,75;55,4016666666667;17,8;assigned manually;PL;NA
39G8;26046;26;5;1,849020341;81;POL;No;V;NA;55,3366666666667;18,1116666666667;55,3633333333333;18,0845;Allocated;PL;NA
39G8;26290;26;5;5,429582534;86;POL;No;V;NA;55,6016666666667;18,9766666666667;55,5783333333333;18,9866666666667;Allocated;PL;NA
39G8;26093;26;5;1,884536956;90;POL;No;V;NA;55,175;18,65;55,175;18,705;Allocated;PL;NA
39G8;26104;26;5;2,016250461;81,5;POL;No;V;NA;55,3716666666667;18,55;55,35;18,595;Allocated;PL;NA
39G8;26276;26;4;1,441102469;73;POL;No;V;NA;55,27;18,3016666666667;55,2933333333333;18,3116666666667;assigned manually;PL;NA
39G8;26105;26;5;2,300899572;88;POL;No;V;NA;55,35;18,7833333333333;55,3166666666667;18,75;assigned manually;PL;NA
39G8;26106;26;5;2,499999998;90;POL;No;V;NA;55,4416666666667;18,925;55,4;18,925;assigned manually;PL;NA
40G6;25359;25;3;2,788304559;57;SWE;No;V;NA;55,8083333333333;16,5316666666667;55,7883333333333;16,4583333333333;Allocated;DK;NA
40G6;25380;25;3;1,844059248;40;POL;No;V;NA;55,6416666666667;17,63;55,6166666666667;17,5983333333333;Allocated;DK;NA
40G6;25389;25;3;2,507098539;52;SWE;No;V;NA;55,5901666666667;16,6608333333333;55,629;16,6878333333333;Allocated;DK;NA
40G6;25145;25;3;2,170981392;59;SWE;No;V;NA;55,835;16,205;55,8416666666667;16,1416666666667;Allocated;SE;NA
40G6;25510;25;4;2,172564356;67;SWE;No;V;NA;55,7416666666667;16,06;55,7516666666667;16,0016666666667;Allocated;SE;NA
40G6;25511;25;4;2,723728916;73;SWE;No;V;NA;55,5216666666667;16,3083333333333;55,535;16,385;Allocated;DK;NA
40G6;25286;25;4;1,767700249;68;SWE;No;V;NA;55,5816666666667;16,435;55,59;16,385;Mooved to new Layer;DK;NA
40G6;25303;25;4;1,825804214;63;SWE;No;V;NA;55,805;16,2033333333333;55,7933333333333;16,2533333333333;Mooved to new Layer;SE;NA
40G6;25305;25;4;3,07530652;61;SWE;No;V;NA;55,7333333333333;16,3333333333333;55,7833333333333;16,3333333333333;assigned manually;DK;NA
40G6;25450;25;4;2,611223326;64;SWE;No;V;NA;55,6766666666667;16,5383333333333;55,6716666666667;16,4616666666667;assigned manually;DK;NA
