"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"218";26199;"39G9";26;56;22.8;19;42.4;6;"LAT";56.38;19.7066666666667;"25-32";"LAT (SD 25-32)"
"219";26200;"39G9";26;55;28.4;20;3.4;4;"RUS";55.4733333333333;20.0566666666667;"25-32";"RUS (SD 25-32)"
"220";26205;"39G8";26;55;45.5;20;22.2;3;"LTU";55.7583333333333;20.37;"25-32";"LTU (SD 25-32)"
"221";26209;"39G8";26;56;18;19;31.5;6;"LAT";56.3;19.525;"25-32";"LAT (SD 25-32)"
"222";26211;"39G8";26;54;30.6;19;21;4;"POL";54.51;19.35;"25-32";"POL (SD 25-32)"
"223";26216;"39G8";26;54;23.9;19;16.3;2;"POL";54.3983333333333;19.2716666666667;"25-32";"POL (SD 25-32)"
"224";26217;"39G9";26;54;24.7;19;17.5;3;"POL";54.4116666666667;19.2916666666667;"25-32";"POL (SD 25-32)"
"225";26221;"40G8";26;55;55.2;18;35.21;6;"SWE";55.92;18.5868333333333;"25-32";"SWE (SD 25-32)"
"226";26224;"40G8";26;56;22.01;18;26.8;2;"SWE";56.3668333333333;18.4466666666667;"25-32";"SWE (SD 25-32)"
"227";26225;"40G8";26;56;18.8;18;23.29;3;"SWE";56.3133333333333;18.3881666666667;"25-32";"SWE (SD 25-32)"
"228";26256;"40G8";26;54;26.8;19;18.6;4;"POL";54.4466666666667;19.31;"25-32";"POL (SD 25-32)"
"229";26257;"39G9";26;54;55.5;19;3;6;"POL";54.925;19.05;"25-32";"POL (SD 25-32)"
"230";26258;"40G9";26;54;26.9;19;18;4;"POL";54.4483333333333;19.3;"25-32";"POL (SD 25-32)"
"231";26259;"40G9";26;56;22;19;52;5;"LAT";56.3666666666667;19.8666666666667;"25-32";"LAT (SD 25-32)"
"232";26263;"40G9";26;54;23.7;18;59.5;2;"POL";54.395;18.9916666666667;"25-32";"POL (SD 25-32)"
"233";26264;"40G9";26;54;25.2;19;2.1;3;"POL";54.42;19.035;"25-32";"POL (SD 25-32)"
"234";26266;"40G8";26;54;48.2;18;32.9;2;"POL";54.8033333333333;18.5483333333333;"25-32";"POL (SD 25-32)"
"235";26269;"40G9";26;54;36.7;19;9.2;5;"LAT";54.6116666666667;19.1533333333333;"25-32";"LAT (SD 25-32)"
"236";26270;"41G8";26;54;33.1;18;52.2;4;"POL";54.5516666666667;18.87;"25-32";"DEN (SD 25-32)"
"237";26271;"42G8";26;54;59.8;18;30.7;4;"POL";54.9966666666667;18.5116666666667;"25-32";"SWE (SD 25-32)"
"238";26274;"41H0";26;54;53.8;18;10.2;2;"POL";54.8966666666667;18.17;"25-32";"POL (SD 25-32)"
"239";26286;"41G9";26;55;37.6;18;32.2;5;"POL";55.6266666666667;18.5366666666667;"25-32";"POL (SD 25-32)"
"240";26291;"41G9";26;54;49.8;19;20.4;6;"RUS";54.83;19.34;"25-32";"RUS (SD 25-32)"
"241";27003;"43G6";27;57;24.8;17;1.5;3;"SWE";57.4133333333333;17.025;"25-32";"SWE (SD 25-32)"
"242";27009;"42G6";27;57;4;17;54;4;"SWE";57.0666666666667;17.9;"25-32";"SWE (SD 25-32)"
"243";27010;"42G6";27;57;5.8;17;17.2;5;"SWE";57.0966666666667;17.2866666666667;"25-32";"SWE (SD 25-32)"
"244";27012;"42G7";27;57;30;17;2;5;"SWE";57.5;17.0333333333333;"25-32";"SWE (SD 25-32)"
"245";27017;"43G7";27;57;30;17;43;5;"SWE";57.5;17.7166666666667;"25-32";"SWE (SD 25-32)"
"246";27020;"43G7";27;57;21.9;16;55.1;3;"SWE";57.365;16.9183333333333;"25-32";"SWE (SD 25-32)"
"247";27022;"43G7";27;56;42.2;16;59.1;4;"SWE";56.7033333333333;16.985;"25-32";"SWE (SD 25-32)"
"248";27025;"43G7";27;57;26.9;17;6.3;4;"SWE";57.4483333333333;17.105;"25-32";"SWE (SD 25-32)"
"249";27028;"44G8";27;56;39.45;16;58.76;4;"SWE";56.6575;16.9793333333333;"25-32";"SWE (SD 25-32)"
"250";27030;"44G8";27;57;13.66;17;23.23;4;"SWE";57.2276666666667;17.3871666666667;"25-32";"SWE (SD 25-32)"
"251";28007;"43H1";28;57;20.6;21;18.9;3;"LAT";57.3433333333333;21.315;"25-32";"LAT (SD 25-32)"
"252";28009;"43H1";28;57;24.2;21;20.7;2;"LAT";57.4033333333333;21.345;"25-32";"LAT (SD 25-32)"
"253";28021;"42H0";28;57;14.2;21;6.1;3;"LAT";57.2366666666667;21.1016666666667;"25-32";"LAT (SD 25-32)"
"254";28023;"42H0";28;57;25.7;21;16.6;4;"LAT";57.4283333333333;21.2766666666667;"25-32";"LAT (SD 25-32)"
"255";28029;"43G8";28;57;54.8;21;30.5;3;"EST";57.9133333333333;21.5083333333333;"25-32";"SWE (SD 25-32)"
"256";28033;"43H0";28;56;35.4;20;22.5;4;"LAT";56.59;20.375;"25-32";"LAT (SD 25-32)"
"257";28039;"43H1";28;57;1.9;20;32.2;5;"LAT";57.0316666666667;20.5366666666667;"25-32";"LAT (SD 25-32)"
"258";28043;"43H1";28;57;11;20;43.2;4;"LAT";57.1833333333333;20.72;"25-32";"LAT (SD 25-32)"
"259";28051;"44G9";28;57;21.2;19;9.2;4;"SWE";57.3533333333333;19.1533333333333;"25-32";"SWE (SD 25-32)"
"260";28062;"42H0";28;56;31.1;20;13.8;5;"LAT";56.5183333333333;20.23;"25-32";"LAT (SD 25-32)"
"261";28067;"42H0";28;57;6.5;18;57.1;5;"SWE";57.1083333333333;18.9516666666667;"25-32";"SWE (SD 25-32)"
"262";28071;"43G8";28;57;10;19;1.4;5;"SWE";57.1666666666667;19.0233333333333;"25-32";"SWE (SD 25-32)"
"263";28074;"43G8";28;57;10.5;20;35.2;5;"LAT";57.175;20.5866666666667;"25-32";"SWE (SD 25-32)"
"264";28079;"43H0";28;56;30.8;18;40;6;"SWE";56.5133333333333;18.6666666666667;"25-32";"SWE (SD 25-32)"
"265";28082;"43H0";28;56;34;20;0.5;6;"LAT";56.5666666666667;20.0083333333333;"25-32";"LAT (SD 25-32)"
"266";28084;"43H0";28;56;36;20;20.3;5;"LAT";56.6;20.3383333333333;"25-32";"LAT (SD 25-32)"
"267";28088;"43H0";28;57;26.7;20;34.2;6;"LAT";57.445;20.57;"25-32";"LAT (SD 25-32)"
"268";28093;"43H1";28;57;29.3;21;26.2;2;"LAT";57.4883333333333;21.4366666666667;"25-32";"LAT (SD 25-32)"
"269";28095;"43H1";28;56;42.3;18;55.8;6;"SWE";56.705;18.93;"25-32";"SWE (SD 25-32)"
"270";28098;"43G9";28;57;20.2;19;8.1;5;"SWE";57.3366666666667;19.135;"25-32";"SWE (SD 25-32)"
"271";28106;"44G9";28;58;4.74;19;26.22;4;"SWE";58.079;19.437;"25-32";"SWE (SD 25-32)"
"272";28107;"44H1";28;57;3.5;18;52.2;5;"SWE";57.0583333333333;18.87;"25-32";"SWE (SD 25-32)"
"273";28132;"45H1";28;57;13.8;21;9.4;3;"LAT";57.23;21.1566666666667;"25-32";"LAT (SD 25-32)"
"274";28136;"45G9";28;57;1.86;21;5.66;2;"LAT";57.031;21.0943333333333;"25-32";"SWE (SD 25-32)"
"275";28138;"45G9";28;57;4.05;21;7.77;2;"LAT";57.0675;21.1295;"25-32";"SWE (SD 25-32)"
"276";28142;"42H0";28;57;19.17;20;54.99;4;"LAT";57.3195;20.9165;"25-32";"LAT (SD 25-32)"
"277";28157;"43H0";28;56;39.38;20;45.92;2;"LAT";56.6563333333333;20.7653333333333;"25-32";"LAT (SD 25-32)"
"278";28161;"43G9";28;56;38.1;20;43.9;2;"LAT";56.635;20.7316666666667;"25-32";"SWE (SD 25-32)"
"279";28167;"43G9";28;56;37.7;20;34.9;3;"LAT";56.6283333333333;20.5816666666667;"25-32";"SWE (SD 25-32)"
"280";28173;"43H0";28;56;38.85;20;36.28;3;"LAT";56.6475;20.6046666666667;"25-32";"LAT (SD 25-32)"
"281";28178;"44H0";28;57;31;21;6.3;4;"LAT";57.5166666666667;21.105;"25-32";"LAT (SD 25-32)"
"282";28182;"42G8";28;57;46.71;19;28.85;5;"SWE";57.7785;19.4808333333333;"25-32";"SWE (SD 25-32)"
"283";28187;"43G9";28;57;39.84;19;7.77;3;"SWE";57.664;19.1295;"25-32";"SWE (SD 25-32)"
"284";28190;"42G9";28;57;58.9;20;58.43;5;"EST";57.9816666666667;20.9738333333333;"25-32";"LAT (SD 25-32)"
"285";28194;"42H0";28;56;32.03;20;15.12;6;"LAT";56.5338333333333;20.252;"25-32";"LAT (SD 25-32)"
"286";24067;"38G4";24;54;48.79;13;25.34;3;"GFR";54.8131666666667;13.4223333333333;"21-24";"GFR (SD 21-24)"
"287";24092;"38G3";24;54;52.3;14;57.8;3;"DEN";54.8716666666667;14.9633333333333;"21-24";"GFR (SD 21-24)"
"288";24151;"38G2";24;54;48.56;13;10.92;3;"GFR";54.8093333333333;13.182;"21-24";"GFR (SD 21-24)"
"289";24152;"38G2";24;54;48.52;13;17.18;3;"GFR";54.8086666666667;13.2863333333333;"21-24";"GFR (SD 21-24)"
"290";24153;"38G4";24;54;45.22;13;31.23;3;"GFR";54.7536666666667;13.5205;"21-24";"GFR (SD 21-24)"
"291";24192;"39G4";24;54;51.9;13;50.1;3;"GFR";54.865;13.835;"21-24";"GFR (SD 21-24)"
"292";25060;"38G5";25;54;50.3;16;3.1;3;"POL";54.8383333333333;16.0516666666667;"25-32";"POL (SD 25-32)"
"293";25081;"39G7";25;55;24.2;16;51;3;"POL";55.4033333333333;16.85;"25-32";"POL (SD 25-32)"
"294";25399;"40G4";25;55;52.79;15;42.88;3;"SWE";55.8798333333333;15.7146666666667;"25-32";"SWE (SD 25-32)"
"295";25404;"40G4";25;55;49.6;15;26.4;3;"SWE";55.8266666666667;15.44;"25-32";"SWE (SD 25-32)"
"296";25427;"40G5";25;55;48.45;15;50.31;3;"SWE";55.8075;15.8385;"25-32";"SWE (SD 25-32)"
"297";26136;"40H0";26;55;36.5;18;22;5;"POL";55.6083333333333;18.3666666666667;"25-32";"POL (SD 25-32)"
"298";26148;"41G9";26;55;4.7;19;37.1;5;"LAT";55.0783333333333;19.6183333333333;"25-32";"LAT (SD 25-32)"
"299";28017;"42H0";28;57;13.5;20;44.8;3;"LAT";57.225;20.7466666666667;"25-32";"LAT (SD 25-32)"
"300";28180;"42H0";28;57;15.16;18;55.55;3;"SWE";57.2526666666667;18.9258333333333;"25-32";"SWE (SD 25-32)"
"301";28188;"44H0";28;57;36.88;19;10.15;3;"SWE";57.6146666666667;19.1691666666667;"25-32";"SWE (SD 25-32)"
